station*;site d'echantillonnage*;jeu de donnees*;sample_name*;sampling_resp*;sampling_date(dd/mm/yyyy)*;sampling_time (hh:mm);sampling_depth_min;sampling_depth_max;sampling_volume;tide;tide_coefficient;sampling_device*;bottle_model;bottle_volume (liter);pump_model;pump_flow (L per min);net_length (m);net_type;net_area (m2);net_mesh (Âµm);net_direction;analysis_method*;analysis_resp*;analysis_date (dd/mm/yyyy)*;rawdatafile;cytometer;analysissoftware;analysissoftwareversion;fixativemethod;fixativefinalconcentration;storagecondition;otherproduct;flashfrozen;beadsreferences;beadssize;valbeadsbacteria;Val_LNABac;Val_LNABac_SSC;Val_LNABac_FL_Green;Val_HNABac;Val_HNABac_SSC;Val_HNABac_FL_Green;Val_TotBac;Val_TotBac_SSC;Val_TotBac_FL_Green;valbeadsautotrophs;Val_PicoE;Val_PicoE_SSC;Val_PicoE_FL_Red;Val_TotEuk;Val_TotEuk_SSC;Val_TotEuk_FL_Red;Val_NanoE;Val_NanoE_SSC;Val_NanoE_FL_Red;Val_Cry;Val_Cry_SSC;Val_Cry_FL_Red;Val_Cry_FL_Orange;Val_Pro;Val_Pro_SSC;Val_Pro_FL_Red;Val_Syn;Val_Syn_SSC;Val_Syn_FL_Red;Val_Syn_FL_Orange;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA051222;Fabienne Jalabert;22/12/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;24027.777777777777;;;;0.0;0.0;0.0;460583.3333333333;0.046;0.172;26938.271604938273;0.0;0.0;0.0;2004.1152263374486;1.87;24.413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2111.1111111111113;0.17;3.794;0.816;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060206;Fabienne Jalabert;06/02/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;75217.39130434782;;;;0.0;0.0;0.0;1275760.8695652173;0.15;0.436;35363.63636363636;0.0;0.0;0.0;5280.30303030303;1.338;24.656;0.0;0.0;0.0;64.39393939393939;0.0;0.0;0.0;0.0;0.0;0.0;2530.3030303030305;0.167;3.011;0.596;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060223;Fabienne Jalabert;23/02/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;58521.739130434784;;;;0.0;0.0;0.0;2138782.6086956523;0.206;0.453;34507.57575757576;0.0;0.0;0.0;4909.090909090909;1.542;29.744;0.0;0.0;0.0;71.96969696969697;0.0;0.0;0.0;0.0;0.0;0.0;2806.818181818182;0.169;4.82;0.842;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060308;Fabienne Jalabert;08/03/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;44173.913043478264;;;;0.0;0.0;0.0;1711043.4782608696;0.226;0.496;30685.60606060606;0.0;0.0;0.0;4606.060606060606;1.21;23.175;0.0;0.0;0.0;98.48484848484848;0.0;0.0;0.0;0.0;0.0;0.0;2981.060606060606;0.181;3.644;0.705;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060323;Fabienne Jalabert;23/03/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;43173.913043478264;;;;0.0;0.0;0.0;1736347.8260869565;0.223;0.466;32325.757575757576;0.0;0.0;0.0;7859.848484848485;1.196;23.393;0.0;0.0;0.0;109.84848484848484;0.0;0.0;0.0;0.0;0.0;0.0;4723.484848484848;0.173;3.328;0.611;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060406;Fabienne Jalabert;06/04/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;27956.521739130436;;;;0.0;0.0;0.0;1827173.9130434783;0.199;0.391;31647.727272727272;0.0;0.0;0.0;8556.818181818182;1.286;18.628;0.0;0.0;0.0;79.54545454545455;0.0;0.0;0.0;0.0;0.0;0.0;5265.151515151515;0.194;1.61;0.308;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060420;Fabienne Jalabert;20/04/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;29217.391304347828;;;;0.0;0.0;0.0;2153260.8695652173;0.186;0.344;34704.545454545456;0.0;0.0;0.0;11125.0;1.097;17.801;0.0;0.0;0.0;174.24242424242425;0.0;0.0;0.0;0.0;0.0;0.0;6265.151515151515;0.199;2.53;0.495;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060505;Elodie Foulon;05/05/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Elodie Foulon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;31304.347826086956;;;;0.0;0.0;0.0;2068434.7826086956;0.201;0.35;44897.72727272727;0.0;0.0;0.0;4738.636363636364;1.497;30.279;0.0;0.0;0.0;87.12121212121212;0.0;0.0;0.0;0.0;0.0;0.0;981.060606060606;0.214;2.283;0.433;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060517;Elodie Foulon;17/05/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Elodie Foulon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;25347.82608695652;;;;0.0;0.0;0.0;2230130.434782609;0.197;0.329;35022.72727272727;0.0;0.0;0.0;10253.78787878788;1.006;20.579;0.0;0.0;0.0;83.33333333333333;0.0;0.0;0.0;0.0;0.0;0.0;768.939393939394;0.195;2.408;0.48;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060607;Fabienne Jalabert;07/06/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;0.0;;;;0.0;0.0;0.0;2398347.8260869565;0.0;0.0;34193.181818181816;0.0;0.0;0.0;15640.151515151514;0.827;12.647;0.0;0.0;0.0;90.9090909090909;0.0;0.0;0.0;0.0;0.0;0.0;1484.8484848484848;0.211;1.881;0.393;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060620;Fabienne Jalabert;20/06/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;27695.652173913044;;;;0.0;0.0;0.0;3231043.4782608696;0.177;0.3;34632.57575757576;0.0;0.0;0.0;4462.121212121212;2.695;116.131;0.0;0.0;0.0;109.84848484848484;0.0;0.0;0.0;0.0;0.0;0.0;965.9090909090909;0.205;2.285;0.453;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060706;Fabienne Jalabert;06/07/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;30826.08695652174;;;;0.0;0.0;0.0;2669304.347826087;0.216;0.309;35503.78787878788;0.0;0.0;0.0;25928.0303030303;1.241;33.745;0.0;0.0;0.0;844.6969696969697;0.0;0.0;0.0;0.0;0.0;0.0;1083.3333333333333;0.194;1.765;0.292;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060719;Fabienne Jalabert;19/07/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;25608.695652173912;;;;0.0;0.0;0.0;2662695.652173913;0.212;0.272;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060803;Elodie Foulon;03/08/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Elodie Foulon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;7956.521739130435;;;;0.0;0.0;0.0;324173.9130434783;0.079;0.244;31670.498084291186;0.0;0.0;0.0;8406.130268199233;1.233;25.755;0.0;0.0;0.0;57.47126436781609;0.0;0.0;0.0;0.0;0.0;0.0;2187.7394636015324;0.175;3.016;0.556;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060817;Fabienne Jalabert;17/08/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;19391.304347826088;;;;0.0;0.0;0.0;781000.0;0.048;0.218;32103.44827586207;0.0;0.0;0.0;10915.708812260536;1.225;26.713;0.0;0.0;0.0;99.61685823754789;0.0;0.0;0.0;0.0;0.0;0.0;2785.44061302682;0.209;3.867;0.734;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060901;Fabienne Jalabert;01/09/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;18043.478260869564;;;;0.0;0.0;0.0;622173.9130434783;0.049;0.2;32946.360153256705;0.0;0.0;0.0;11812.260536398468;1.021;23.764;0.0;0.0;0.0;99.61685823754789;0.0;0.0;0.0;0.0;0.0;0.0;2245.2107279693487;0.185;2.971;0.521;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA060915;Fabienne Jalabert;15/09/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;20565.217391304348;;;;0.0;0.0;0.0;809739.1304347826;0.049;0.216;34007.662835249044;0.0;0.0;0.0;7275.862068965517;1.363;30.404;0.0;0.0;0.0;153.25670498084293;0.0;0.0;0.0;0.0;0.0;0.0;3157.088122605364;0.165;3.722;0.683;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA061002;Fabienne Jalabert;02/10/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;32869.565217391304;;;;0.0;0.0;0.0;773217.3913043478;0.046;0.235;32662.835249042146;0.0;0.0;0.0;8854.4061302682;1.278;28.398;0.0;0.0;0.0;157.088122605364;0.0;0.0;0.0;0.0;0.0;0.0;5019.157088122605;2.442;3.93;0.812;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA061016;Fabienne Jalabert;16/10/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;27913.043478260868;;;;0.0;0.0;0.0;861260.8695652174;0.048;0.205;31938.697318007664;0.0;0.0;0.0;7854.406130268199;0.932;20.02;0.0;0.0;0.0;38.31417624521073;0.0;0.0;0.0;0.0;0.0;0.0;4068.9655172413795;0.988;3.0;0.672;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA061031;Elodie Foulon;31/10/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Elodie Foulon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;31782.608695652172;;;;0.0;0.0;0.0;719739.1304347826;0.048;0.233;33237.54789272031;0.0;0.0;0.0;6908.045977011495;1.334;29.922;0.0;0.0;0.0;218.39080459770116;0.0;0.0;0.0;0.0;0.0;0.0;7413.793103448276;2.174;4.864;1.073;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA061113;Fabienne Jalabert;13/11/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;28869.565217391304;;;;0.0;0.0;0.0;746434.7826086957;0.054;0.227;33739.46360153257;0.0;0.0;0.0;7559.386973180077;1.043;22.754;0.0;0.0;0.0;172.41379310344828;0.0;0.0;0.0;0.0;0.0;0.0;5927.203065134099;0.152;2.768;0.628;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA061128;Fabienne Jalabert;28/11/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;31434.782608695652;;;;0.0;0.0;0.0;600652.1739130435;0.048;0.256;32551.724137931036;0.0;0.0;0.0;4318.007662835249;1.41;27.937;0.0;0.0;0.0;53.63984674329502;0.0;0.0;0.0;0.0;0.0;0.0;3532.567049808429;0.149;4.701;1.018;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA061213;Fabienne Jalabert;13/12/2006;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;30739.130434782608;;;;0.0;0.0;0.0;660086.9565217391;0.05;0.247;33513.40996168582;0.0;0.0;0.0;2773.9463601532566;2.089;42.58;0.0;0.0;0.0;61.30268199233716;0.0;0.0;0.0;0.0;0.0;0.0;1800.766283524904;0.16;4.598;1.034;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070112;Fabienne Jalabert;12/01/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;09/05/2007;RA070112.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;23531.91489361702;;;;0.0;0.0;0.0;476595.74468085106;0.066;0.201;28048.192771084337;2477.9116465863453;0.818;18.664;3461.847389558233;0.0;0.0;839.3574297188756;7.145;116.882;144.57831325301206;12.767;185.618;7.191;0.0;0.0;0.0;1702.8112449799196;0.181;5.97;1.22;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070129;Fabienne Jalabert;29/01/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;09/05/2007;RA070129.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;24595.744680851065;;;;0.0;0.0;0.0;569191.4893617021;0.069;0.221;29156.626506024095;1827.309236947791;0.753;20.282;2646.5863453815264;0.0;0.0;722.8915662650602;7.303;95.167;96.3855421686747;11.566;184.671;4.957;0.0;0.0;0.0;1542.1686746987953;0.172;5.041;1.07;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070213;Fabienne Jalabert;13/02/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;09/05/2007;RA070213.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;24978.72340425532;;;;0.0;0.0;0.0;412085.10638297873;0.059;0.182;28068.273092369476;2445.7831325301204;0.8;18.694;3257.028112449799;0.0;0.0;751.004016064257;6.032;87.393;60.24096385542169;15.035;150.803;6.98;0.0;0.0;0.0;1674.698795180723;0.191;5.679;1.177;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070226;Fabienne Jalabert;26/02/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;09/05/2007;RA070226.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;24127.659574468085;;;;0.0;0.0;0.0;522212.7659574468;0.053;0.187;28526.104417670682;4080.3212851405624;0.735;16.199;5008.032128514056;0.0;0.0;815.2610441767068;6.795;107.793;112.44979919678715;7.951;157.349;5.77;0.0;0.0;0.0;2779.116465863454;0.174;4.952;1.03;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070313;Fabienne Jalabert;13/03/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;09/05/2007;RA070313.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;25148.936170212764;;;;0.0;0.0;0.0;521148.93617021275;0.057;0.182;28594.37751004016;4534.136546184739;0.741;14.13;6128.5140562249;0.0;0.0;1493.9759036144578;9.14;126.56;100.40160642570281;8.531;125.971;4.333;0.0;0.0;0.0;3791.1646586345382;0.181;3.931;0.765;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070327;Fabienne Jalabert;27/03/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;09/05/2007;RA070327.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;25872.340425531915;;;;0.0;0.0;0.0;505361.7021276596;0.053;0.179;28184.738955823294;3690.7630522088352;0.719;14.7;4642.570281124498;0.0;0.0;847.3895582329317;7.168;140.455;104.41767068273093;12.548;143.403;6.01;0.0;0.0;0.0;3746.987951807229;0.196;4.158;0.854;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070411;Fabienne Jalabert;11/04/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;09/05/2007;RA070411.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;24765.957446808512;;;;0.0;0.0;0.0;535234.0425531915;0.056;0.185;29232.93172690763;7658.634538152611;0.682;11.24;9393.574297188756;0.0;0.0;1578.313253012048;5.328;119.402;156.6265060240964;9.447;152.189;6.25;0.0;0.0;0.0;4473.895582329317;0.21;3.372;0.706;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070425;Fabienne Jalabert;25/04/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;09/05/2007;RA070425.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;26000.0;;;;0.0;0.0;0.0;568723.4042553192;0.055;0.184;30060.24096385542;6550.2008032128515;0.677;10.448;7546.184738955823;0.0;0.0;971.8875502008032;7.984;141.734;24.096385542168676;14.3;122.065;4.092;0.0;0.0;0.0;1815.2610441767067;0.201;3.243;0.635;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070510 ;Fabienne Jalabert;10/05/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;02/10/2007;RA070510.zip;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;;0.95;1319;;;;;;;894043;0.043;0.279;;20730;0.472;8.323;22348;;;1333;2.768;104.368;284;21.464;125.184;16.961;;;;4199;0.156;3.52;0.671;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070510;Fabienne Jalabert;10/05/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;02/10/2007;;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;1319.1489361702127;;;;0.0;0.0;0.0;894042.5531914893;0.043;0.279;2198.581560283688;20872.340425531915;0.491;6.289;23524.82269503546;0.0;0.0;2503.54609929078;7.216;85.05;148.93617021276594;15.955;116.415;6.758;0.0;0.0;0.0;4446.808510638298;0.168;2.723;0.684;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070524;Fabienne Jalabert;24/05/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;02/10/2007;RA070524.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;2468.0851063829787;;;;0.0;0.0;0.0;1056936.170212766;0.041;0.25;2177.304964539007;15546.099290780141;0.578;8.368;19773.04964539007;0.0;0.0;4021.276595744681;5.428;75.788;205.67375886524823;14.132;136.508;6.344;0.0;0.0;0.0;10304.964539007093;0.161;3.087;0.679;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070607;Fabienne Jalabert;07/06/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;02/10/2007;RA070607.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;8468.08510638298;;;;0.0;0.0;0.0;1122297.8723404256;0.041;0.28;2432.624113475177;16758.86524822695;0.552;7.3;20000.0;0.0;0.0;3035.4609929078015;5.507;81.506;205.67375886524823;20.834;94.172;4.975;0.0;0.0;0.0;4397.163120567376;0.165;3.521;0.762;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070625;Fabienne Jalabert;25/06/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;02/10/2007;RA070625.zip;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;2085.1063829787236;;;;0.0;0.0;0.0;1081489.3617021276;0.037;0.279;2198.581560283688;17539.007092198583;0.52;7.368;20106.382978723403;0.0;0.0;2304.9645390070923;3.982;75.45;262.4113475177305;11.787;138.231;5.991;0.0;0.0;0.0;4418.439716312057;0.153;3.127;0.683;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070710 ;Fabienne Jalabert;10/07/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;02/10/2007;RA070710.zip;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;;0.95;596;;;;;;;1350936;0.035;0.276;;22411;0.529;9.02;25277;;;2433;7.109;114.311;433;12.63;167.449;3.987;;;;9936;0.15;2.359;0.45;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA070710;Fabienne Jalabert;10/07/2007;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;02/10/2007;;BD FACSCan;CYTOWIN.EXE;4.31 (Nov. 04);Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;595.7446808510638;;;;0.0;0.0;0.0;1350936.170212766;0.035;0.276;2326.241134751773;22453.90070921986;0.536;8.381;25702.12765957447;0.0;0.0;2780.1418439716313;7.281;110.989;468.0851063829787;12.535;117.248;3.436;0.0;0.0;0.0;10219.85815602837;0.152;2.235;0.452;
