TAXON;aphiaID;Kingdom;Phylum;Subphylum;Class;Subclass;Superorder;Order;Family;Genus;Subkingdom;Infrakingdom;Species;Infraphylum;Subfamily;Superclass;Suborder;Phylum (Division);Subgenus;Subphylum (Subdivision);Variety;Forma;Infraclass;Subterclass;Superfamily;rank
Campylodiscus innominatus;178050;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Surirellales;Surirellaceae;Campylodiscus;NA;NA;Campylodiscus innominatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Campyloneis;178059;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Achnanthales;Cocconeidaceae;Campyloneis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Campylosira cymbelliformis;149357;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Cymatosirophycanae;Cymatosirales;Cymatosiraceae;Campylosira;NA;NA;Campylosira cymbelliformis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Centrales;341285;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;NA;NA;Centrales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Order
Centrodinium;109526;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Ostreopsidaceae;Centrodinium;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Centrodinium punctatum;233744;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Ostreopsidaceae;Centrodinium;Harosa;Alveolata;Centrodinium punctatum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Cerataulina;149236;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Biddulphianae;Hemiaulales;Hemiaulaceae;Cerataulina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Cerataulina bergonii;961694;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Biddulphianae;Hemiaulales;Hemiaulaceae;Cerataulina;NA;NA;Cerataulina bergonii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Cerataulina pelagica;149619;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Biddulphianae;Hemiaulales;Hemiaulaceae;Cerataulina;NA;NA;Cerataulina pelagica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Cerataulus;149328;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Biddulphianae;Triceratiales;Triceratiaceae;Cerataulus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Ceratium;109506;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Ceratiaceae;Ceratium;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Ceratium furcoides;573683;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Ceratiaceae;Ceratium;Harosa;Alveolata;Ceratium furcoides;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Ceratium pentagonum var. robustum;422713;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Ceratiaceae;Ceratium;Harosa;Alveolata;Ceratium pentagonum;Dinoflagellata;NA;NA;NA;NA;NA;NA;Ceratium pentagonum var. robustum;NA;NA;NA;NA;Variety
Ceratium pentagonum var. tenerum;254451;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Ceratiaceae;Ceratium;Harosa;Alveolata;Ceratium pentagonum;Dinoflagellata;NA;NA;NA;NA;NA;NA;Ceratium pentagonum var. tenerum;NA;NA;NA;NA;Variety
Ceratocorys armata;109984;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Ceratocoryaceae;Ceratocorys;Harosa;Alveolata;Ceratocorys armata;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Ceratocorys horrida;109986;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Ceratocoryaceae;Ceratocorys;Harosa;Alveolata;Ceratocorys horrida;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Ceratoneis closterium;163932;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Fragilariales;Fragilariaceae;Ceratoneis;NA;NA;Ceratoneis closterium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Ceratoperidinium;109508;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Warnowiaceae;Ceratoperidinium;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Chaetoceros;148985;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Chaetoceros (Hyalochaete);370366;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;NA;NA;NA;NA;NA;NA;Chaetoceros (Hyalochaete);NA;NA;NA;NA;NA;NA;Subgenus
Chaetoceros (Phaeoceros);370367;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;NA;NA;NA;NA;NA;NA;Chaetoceros (Phaeoceros);NA;NA;NA;NA;NA;NA;Subgenus
Chaetoceros affinis;149241;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros affinis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros anastomosans;961743;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros anastomosans;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros anastomosans var. externa;162998;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros anastomosans;NA;NA;NA;NA;NA;NA;NA;Chaetoceros anastomosans var. externus;NA;NA;NA;NA;Variety
Chaetoceros atlanticus;149288;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros atlanticus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros atlanticus var. neapolitanus;178221;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros atlanticus;NA;NA;NA;NA;NA;NA;NA;Chaetoceros atlanticus var. neapolitanus;NA;NA;NA;NA;Variety
Chaetoceros borealis;149124;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros borealis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros breve;149291;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros brevis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros calcitrans;163013;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros calcitrans;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros ceratosporus;149297;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros ceratosporus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros compressus;149129;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros compressus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros concavicornis;156607;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros concavicornis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros contortus;149623;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros contortus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros convolutus;156611;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros convolutus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros costatus;149289;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros costatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros crinitus;149171;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros crinitus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros criophilus;465389;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros criophilus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros curvatus;341475;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros curvatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros curvisetus;149221;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros curvisetus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros dadayi;465390;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros dadayi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros danicus;149120;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros danicus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros debilis;149219;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros debilis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros decipiens;149126;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros decipiens;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros densus;149121;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros densus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros diadema;149128;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros diadema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros dichaeta;178215;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros dichaeta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros didymus;149122;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros didymus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros diversus;157431;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros diversus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros eibenii;160521;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros eibenii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros furcellatus;149624;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros furcellatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros gracilis;465524;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros gracilis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros holsaticus;163063;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros holsaticus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros laciniosus;149228;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros laciniosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros lauderi;160523;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros lauderi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros lorenzianus;156617;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros lorenzianus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros messanense;418509;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros messanense;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros minimus;163089;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros minimus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros mitra;148986;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros mitra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros neglectus;341479;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros neglectus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros neogracilis;178207;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros neogracilis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros pendulum;961863;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros pendulum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros pendulus;248065;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros pendulus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros perpusillus;156619;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros perpusillus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros peruvianus;178185;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros peruvianum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros protuberans;163055;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros protuberans;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros pseudobrevis;961873;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros pseudobrevis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros pseudocurvisetus;178229;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros pseudocurvisetus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros rostratus;178201;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros rostratus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros similis;149127;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros similis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros simplex;149294;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros simplex;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros socialis;149123;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros socialis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros subtilis;156621;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros subtilis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros tenuissimus;156623;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros tenuissimus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros teres;149125;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros teres;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros tetrastichon;178241;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros tetrastichon;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros throndsenii;163137;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros throndsenii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros tortissimus;163161;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros tortissimus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chaetoceros wighamii;160524;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;NA;NA;Chaetoceros wighamii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Chattonella;233776;Chromista;Ochrophyta;NA;Raphidophyceae;NA;NA;Chattonellales;Chattonellaceae;Chattonella;Harosa;Heterokonta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Chattonella marina var. antiqua;547444;Chromista;Ochrophyta;NA;Raphidophyceae;NA;NA;Chattonellales;Chattonellaceae;Chattonella;Harosa;Heterokonta;Chattonella marina;NA;NA;NA;NA;NA;NA;NA;Chattonella marina var. antiqua;NA;NA;NA;NA;Variety
Chattonellaceae;160583;Chromista;Ochrophyta;NA;Raphidophyceae;NA;NA;Chattonellales;Chattonellaceae;NA;Harosa;Heterokonta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
Chlamydomonas;178583;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chlorella;160576;Plantae;NA;NA;Trebouxiophyceae;NA;NA;Chlorellales;Chlorellaceae;Chlorella;Viridiplantae;NA;NA;NA;NA;NA;NA;Chlorophyta;NA;Chlorophytina;NA;NA;NA;NA;NA;Genus
Chlorophyceae;802;Plantae;NA;NA;Chlorophyceae;NA;NA;NA;NA;NA;Viridiplantae;NA;NA;NA;NA;NA;NA;Chlorophyta;NA;Chlorophytina;NA;NA;NA;NA;NA;Class
Chlorophyceae < 10 µm;802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chlorophyta;801;Plantae;NA;NA;NA;NA;NA;NA;NA;NA;Viridiplantae;NA;NA;NA;NA;NA;NA;Chlorophyta;NA;NA;NA;NA;NA;NA;NA;Phylum (Division)
Choanofila;562871;Protozoa;Choanozoa;Choanofila;NA;NA;NA;NA;NA;NA;Sarcomastigota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Subphylum
Choanoflagellatea;580116;Protozoa;Choanozoa;Choanofila;Choanoflagellatea;NA;NA;NA;NA;NA;Sarcomastigota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Class
Choanozoa;562870;Protozoa;Choanozoa;NA;NA;NA;NA;NA;NA;NA;Sarcomastigota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Phylum
Chromista;7;Chromista;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Kingdom
Chromulina;249689;Chromista;Ochrophyta;NA;Chrysophyceae;NA;NA;Chromulinales;Chromulinaceae;Chromulina;Harosa;Heterokonta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
